name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
